nurse_id,first_name,last_name,birth_date,gender,contact,position,department_id,hire_date
NUR-606676,Jordan,Edwards,1995-02-02,F,761-007-5486x840,RN,DEP-004,2013-08-30
NUR-612102,Shannon,Washington,1964-04-13,F,1580612970,Med-Surgical,DEP-020,2018-07-27
NUR-612934,Kyle,Porter,1986-07-25,M,(084)202-5517x05703,ER,DEP-001,2008-02-03
NUR-613728,Valerie,Munoz,1992-07-07,F,229-684-8353x96272,Nurse Informaticist,DEP-010,2002-11-24
NUR-614386,Caitlin,Franklin,1990-02-14,F,667-942-5798x36889,CRNA,DEP-002,2023-11-20
NUR-614514,Heather,Perry,1991-12-08,F,239.619.5516x095,CRNA,DEP-001,2003-11-30
NUR-617682,Stephanie,Herring,1990-05-26,F,599.785.4690x39815,RN,DEP-001,2022-05-19
NUR-619628,Alison,Esparza,1976-11-21,F,(960)355-1249x54778,Nurse Practitioner,DEP-010,2017-09-02
NUR-619997,Savannah,Walker,1987-07-16,F,001-451-369-8552,Nurse Practitioner,DEP-012,2020-08-25
NUR-621569,Audrey,Walker,1994-12-02,F,4727243651,ER,DEP-001,2026-05-27
NUR-621583,Amanda,Hall,2003-07-25,F,001-530-160-3145,Nurse Educator,DEP-010,2012-02-28
NUR-621680,Misty,George,1985-11-24,F,914.831.5666x76434,Nurse Administrator,DEP-014,2011-09-14
NUR-622710,Sheila,Morris,2003-03-12,F,(108)398-3716,RN,DEP-018,2012-06-12
NUR-623180,Denise,Murphy,1966-12-14,F,505.015.7192x3604,Nurse Educator,DEP-005,2008-03-07
NUR-624342,Christina,Wagner,1974-07-07,F,749.878.1265x801,Med-Surgical,DEP-001,2004-10-06
NUR-624647,Lisa,Richard,1968-05-11,F,2086046259,Midwife,DEP-009,2017-07-31
NUR-624961,Jill,Allen,1974-03-22,F,+1-926-056-4056,Nurse Informaticist,DEP-011,2005-03-05
NUR-625639,Autumn,Williamson,1982-12-21,F,425-380-6631x85838,RN,DEP-003,2018-04-28
NUR-628504,Cynthia,Bond,1965-11-26,F,250-286-5874,CRNA,DEP-020,2004-07-11
NUR-629641,Stephanie,Meza,1968-12-30,F,458.309.2696x073,Nurse Educator,DEP-004,2002-03-28
NUR-630265,Angelica,Mendoza,2003-09-22,NB,+1-353-012-7558x1625,LPN,DEP-016,2015-11-28
NUR-632041,Bethany,Murillo,1977-04-10,F,(172)929-5361x38079,Med-Surgical,DEP-001,2019-05-09
NUR-632271,Tammy,Martinez,1963-01-23,F,(474)917-3991,Midwife,DEP-009,2007-06-07
NUR-632490,Paige,Hernandez,2002-11-08,F,+1-943-049-0315,CRNA,DEP-001,2011-11-25
NUR-633532,Tammy,Johnson,1988-08-27,F,001-394-674-4239x543,Med-Surgical,DEP-004,2008-07-12
NUR-634330,Anna,Wood,1985-01-10,F,747.245.9413,Med-Surgical,DEP-001,2019-09-08
NUR-634732,Alyssa,Lawson,1983-09-19,F,(560)276-6575x7435,Med-Surgical,DEP-001,2002-12-06
NUR-636090,Ashley,Burgess,1966-12-13,F,(715)698-4312x534,Nurse Practitioner,DEP-008,2001-07-07
NUR-638115,Sabrina,Wallace,2001-06-19,F,222-756-0301,Nurse Practitioner,DEP-004,2009-02-16
NUR-638435,Rachel,Williams,1962-08-09,F,713.957.7871x9632,LPN,DEP-019,2023-04-30
NUR-639260,Sandra,Cross,1995-04-30,F,0901984550,RN,DEP-008,2005-01-15
NUR-639661,Christine,Martinez,1961-04-11,F,3782443266,Med-Surgical,DEP-020,2014-11-14
NUR-639783,Olivia,Chambers,1962-02-15,F,992-215-6798x61612,CRNA,DEP-001,2006-07-29
NUR-639815,Jacqueline,Harvey,1985-01-22,F,147-644-4368x4808,Nurse Informaticist,DEP-015,2010-01-12
NUR-641229,Jacqueline,Torres,1989-01-11,F,+1-486-438-1976,Midwife,DEP-009,2017-08-23
NUR-642499,Walter,Chung,2000-04-18,NB,001-252-921-1917x923,LPN,DEP-001,2024-04-19
NUR-643505,Dawn,Young,1990-04-29,F,002.629.1256x56376,ER,DEP-001,2000-08-19
NUR-651125,Sheila,Key,1974-06-28,F,001-639-651-9814x983,Nurse Educator,DEP-013,2003-03-07
NUR-651489,Heather,Strong,1968-12-19,F,001-441-115-4377x125,Nurse Practitioner,DEP-016,2010-05-02
NUR-652764,Nicole,Serrano,1972-07-27,F,990.667.3992,Nurse Practitioner,DEP-007,2005-12-14
NUR-653503,Kimberly,Holt,1991-08-26,F,383-004-3209x1620,Oncology Nurse,DEP-010,2005-09-06
NUR-653537,Jacqueline,Young,1991-01-15,F,(591)224-2889,Med-Surgical,DEP-004,2006-04-10
NUR-654292,Sharon,Pineda,1980-01-03,F,(555)596-5916,ER,DEP-001,2007-04-09
NUR-656421,Zachary,Weiss,1985-02-17,M,+1-280-892-9963x200,Nurse Practitioner,DEP-012,2014-11-09
NUR-657050,Maureen,Pearson,1977-05-20,F,(798)303-8653x931,RN,DEP-017,2014-03-30
NUR-657755,Alyssa,Davis,1964-12-06,F,001-644-015-9999,ER,DEP-001,2003-10-25
NUR-661818,Stephen,Jones,1980-12-05,M,893-875-2933x9268,Oncology Nurse,DEP-010,2017-01-05
NUR-662297,Lisa,Vargas,2004-03-31,F,556.327.6055,Nurse Administrator,DEP-012,2025-01-22
NUR-663509,Tyler,Hoffman,1987-07-15,M,+1-280-596-0091,CRNA,DEP-018,2015-11-24
NUR-663994,Kim,Walters,1999-11-09,F,(060)384-9925,Oncology Nurse,DEP-010,2012-07-06
NUR-665167,Amy,Cooper,1965-11-24,F,623-911-6093x736,Nurse Administrator,DEP-019,2000-11-25
NUR-665421,Vanessa,Lee,1990-01-12,F,611-180-2895x77877,CRNA,DEP-020,2004-08-07
NUR-665443,Melanie,Fisher,1986-10-02,F,(160)237-9103x23121,RN,DEP-006,2020-08-31
NUR-665659,Tanya,Velez,1993-11-19,F,001-731-773-4052x443,LPN,DEP-007,2012-09-10
NUR-666073,Melissa,Gutierrez,1993-10-19,F,924-347-7783x3986,Med-Surgical,DEP-004,2010-05-12
NUR-666348,Alexa,Ramirez,1966-05-17,F,0262101972,Nurse Practitioner,DEP-009,2024-09-16
NUR-667769,Danielle,Perez,1981-11-11,F,(507)422-3588x63883,RN,DEP-005,2003-03-26
NUR-668055,Crystal,Ellis,1967-01-10,F,4124617212,Oncology Nurse,DEP-010,2001-09-19
NUR-669222,Kristie,Green,2000-12-21,F,455.464.9994,ER,DEP-001,2019-06-11
NUR-669383,Jennifer,Wright,1984-08-31,F,+1-690-542-9094,Nurse Educator,DEP-006,2025-02-01
NUR-671712,Meghan,Baker,1975-08-22,F,636-624-7004x48640,Nurse Administrator,DEP-003,2002-05-05
NUR-673308,Maureen,Cole,1990-03-30,F,4827595056,Nurse Practitioner,DEP-004,2022-05-27
NUR-674009,Laura,Fletcher,1990-10-20,F,(670)999-0818x4317,Nurse Educator,DEP-006,2013-10-11
NUR-675679,Hannah,Smith,1986-12-11,F,001-602-907-9712x066,Nurse Practitioner,DEP-008,2017-03-10
NUR-677231,Emily,West,1998-03-13,F,+1-413-857-8400x4527,LPN,DEP-019,2026-08-08
NUR-678069,Kristy,Brown,2003-05-21,F,001-328-263-4969,Midwife,DEP-009,2003-12-06
NUR-678915,Mary,Brown,2001-07-05,F,6599749461,Med-Surgical,DEP-001,2005-04-04
NUR-680251,Cindy,Lee,2004-05-26,F,046.561.1792,Nurse Informaticist,DEP-013,2008-06-05
NUR-683781,Donna,Erickson,1967-06-12,F,813.023.9054,CRNA,DEP-020,2022-02-24
NUR-685708,Jaclyn,Soto,2001-11-30,F,078.983.6346x081,ER,DEP-001,2019-06-25
NUR-686129,Jessica,Farley,1964-03-28,F,(543)190-6879x6703,ER,DEP-001,2012-01-03
NUR-686307,Susan,Henderson,1994-03-21,F,(612)758-4497,Nurse Administrator,DEP-004,2012-02-28
NUR-688089,Cassandra,Williams,1980-10-17,F,243-357-6670x349,Oncology Nurse,DEP-010,2020-08-01
NUR-689532,Tonya,King,1968-03-28,F,528-657-0311x67436,Midwife,DEP-009,2002-05-27
NUR-691835,Monica,Beltran,1979-05-01,F,001-700-256-8108x780,Nurse Informaticist,DEP-011,2005-02-04
NUR-692033,Emily,Cooke,1975-02-08,F,(329)602-8251x7901,RN,DEP-019,2001-02-01
NUR-692472,Tara,Gonzalez,1994-11-09,F,263.196.5987x117,CRNA,DEP-001,2013-02-27
NUR-692832,Sara,Fox,1973-06-18,F,001-915-329-4171,CRNA,DEP-002,2006-05-12
NUR-693369,Beth,Hicks,1994-10-15,NB,(675)046-6723x664,Med-Surgical,DEP-020,2012-11-12
NUR-695868,Daniel,Bush,1994-12-21,M,422-274-5738x8952,ER,DEP-001,2016-02-14
NUR-696646,Linda,Smith,1967-08-25,F,591-139-3132x252,Med-Surgical,DEP-020,2007-03-30
NUR-696830,Michele,Caldwell,1984-08-19,F,(360)021-9272x729,RN,DEP-019,2017-08-01
NUR-697418,Renee,Fields,1974-06-14,F,3885919520,RN,DEP-010,2009-10-25
NUR-697517,Lauren,Carpenter,1981-04-14,F,+1-250-792-6462x348,RN,DEP-012,2025-01-30
NUR-697696,Amy,Robinson,1976-08-31,F,(650)484-8736,Oncology Nurse,DEP-010,2025-09-29
NUR-697973,Rachel,Williams,1982-02-01,F,5346847094,Oncology Nurse,DEP-010,2022-02-16
NUR-698302,Casey,Myers,1999-11-08,F,901.800.8805x8802,Nurse Educator,DEP-018,2022-04-19
NUR-698314,Taylor,Allen,1998-08-25,F,799-269-2149x0618,RN,DEP-014,2022-09-11
NUR-701890,Holly,Hernandez,1985-09-19,F,+1-417-308-9218x8827,LPN,DEP-008,2012-08-28
NUR-702044,Carmen,Kirby,1961-03-28,F,251-096-5348,ER,DEP-001,2020-09-25
NUR-703479,Shelia,Holland,1985-07-08,F,682.445.5976x1969,Nurse Practitioner,DEP-009,2006-04-29
NUR-703547,Jessica,Phillips,1970-12-24,F,4701663677,Oncology Nurse,DEP-010,2020-01-22
NUR-703898,Patricia,Smith,1967-12-31,F,583-015-5930,LPN,DEP-010,2005-04-10
NUR-704519,Courtney,Esparza,1969-10-07,F,001-596-500-3975,Nurse Informaticist,DEP-002,2002-02-26
NUR-704631,Sarah,Clark,1989-12-22,F,+1-545-960-1287,Nurse Educator,DEP-015,2019-01-27
NUR-704964,Joseph,Howell,1985-09-07,NB,001-505-631-6175x708,Nurse Educator,DEP-008,2008-10-10
NUR-705547,Michelle,Nunez,1978-06-24,F,(494)572-7760x3979,ER,DEP-001,2002-09-23
NUR-705901,Pamela,Massey,1964-09-15,F,659.916.9497,CRNA,DEP-002,2005-12-28
NUR-707497,Kelly,Townsend,1987-06-16,F,(007)660-2321x6530,Midwife,DEP-009,2015-07-07
NUR-707740,Sierra,Hartman,1986-06-12,F,(028)339-9223x38974,Med-Surgical,DEP-002,2015-09-01
NUR-708690,Erica,Arnold,1978-02-06,F,(453)616-4471x6378,Nurse Practitioner,DEP-010,2000-12-10
NUR-709034,Rachel,Miller,1999-12-11,F,5235808158,Nurse Educator,DEP-007,2009-12-30
NUR-709452,Laura,Wilson,1983-03-20,F,(072)860-6500,CRNA,DEP-018,2007-06-15
NUR-709963,Janet,Guzman,1963-08-22,F,569-369-4021x0760,CRNA,DEP-001,2013-06-17
NUR-710703,Jennifer,Williams,1991-07-02,F,+1-869-609-1232x1001,Oncology Nurse,DEP-010,2005-04-12
NUR-713121,Amanda,Black,1993-08-18,F,7673073947,Oncology Nurse,DEP-010,2007-03-11
NUR-713411,Mercedes,Pitts,1967-02-05,F,001-035-478-9838x577,ER,DEP-001,2007-12-04
NUR-714421,Morgan,Douglas,1992-02-21,F,564.403.6129x156,Midwife,DEP-009,2014-09-25
NUR-716060,Tamara,Young,1987-08-05,F,001-248-642-2301,Oncology Nurse,DEP-010,2006-10-17
NUR-716987,Elizabeth,Dixon,1997-02-12,F,001-217-212-4572x748,Nurse Informaticist,DEP-018,2017-02-03
NUR-717359,Jenna,Gomez,1982-10-05,F,381.313.1864x272,Med-Surgical,DEP-020,2020-06-02
NUR-717728,Sheila,Robinson,1973-04-03,NB,001-482-150-2440x774,Nurse Educator,DEP-003,2014-12-13
NUR-718466,Steven,Murphy,2002-08-26,NB,139-885-0818x8659,Nurse Practitioner,DEP-004,2016-10-09
NUR-718675,Nicole,Baker,1973-07-04,F,239-457-3186,Nurse Practitioner,DEP-010,2012-11-15
NUR-719152,Alexis,Lutz,1963-03-27,F,937-863-7533,Midwife,DEP-009,2016-03-23
NUR-719363,Rose,Meyer,1989-10-27,F,1019496820,LPN,DEP-002,2004-08-11
NUR-721804,Kenneth,Morgan,1996-09-15,M,203-408-9597x2374,Nurse Practitioner,DEP-019,2004-08-21
NUR-725061,Barbara,Castillo,1982-01-28,F,328-899-7659x422,Nurse Administrator,DEP-005,2003-10-02
NUR-726782,Angela,Pacheco,1985-07-14,F,9072755215,Nurse Educator,DEP-011,2023-03-16
NUR-727957,Lori,Taylor,1969-05-21,F,597-793-9228,Oncology Nurse,DEP-010,2006-03-07
NUR-728866,Melissa,Morgan,1990-12-16,F,159-488-5965x758,Nurse Informaticist,DEP-010,2012-12-25
NUR-729356,Barbara,Jackson,1972-02-05,F,4155153610,ER,DEP-001,2002-08-31
NUR-731222,Denise,Roberts,1960-09-25,F,4479539921,Midwife,DEP-009,2001-04-24
NUR-732549,Margaret,Smith,1989-10-28,F,001-587-311-0655x751,Nurse Practitioner,DEP-001,2013-12-16
NUR-732631,Brooke,Rodriguez,2002-05-29,F,758-560-0107,Nurse Educator,DEP-014,2015-10-11
NUR-733677,Seth,Holland,1961-12-28,M,001-356-413-9620x859,Nurse Informaticist,DEP-014,2009-12-04
NUR-735723,Alicia,Johnson,1988-08-15,F,001-800-622-5173x536,CRNA,DEP-001,2000-04-19
NUR-735733,David,Sampson,1981-12-20,NB,001-199-061-0801x859,Midwife,DEP-009,2019-04-04
NUR-736085,Jessica,Hartman,1977-04-14,F,001-935-088-9652,RN,DEP-002,2012-02-13
NUR-738439,Cynthia,Juarez,1980-04-05,F,736.702.3601x3609,ER,DEP-001,2018-12-21
NUR-738622,Amanda,Baker,1962-03-10,F,422-913-8238x50060,LPN,DEP-014,2016-09-02
NUR-742321,Jerome,Gates,1976-08-31,M,377.659.1402x02896,RN,DEP-008,2003-05-03
NUR-743540,Lynn,Weaver,1975-03-22,F,001-218-047-8269x935,Med-Surgical,DEP-004,2025-12-11
NUR-744187,Logan,Krueger,1965-04-06,M,369-321-4362,Med-Surgical,DEP-020,2006-05-30
NUR-744750,Mandy,Sanchez,1976-05-03,F,965-595-0112x956,LPN,DEP-005,2013-11-19
NUR-746213,Michelle,Pruitt,1961-07-09,F,+1-015-455-6859,LPN,DEP-012,2012-08-31
NUR-747185,Grace,Mathews,2000-02-17,F,459.275.9408x7203,CRNA,DEP-002,2015-08-14
NUR-747221,Lisa,Newton,1990-08-29,F,+1-028-909-2230x5989,RN,DEP-019,2006-06-27
NUR-747660,Kelsey,Gardner,1976-12-23,F,8519047405,Med-Surgical,DEP-001,2012-09-17
NUR-747813,Jasmine,Williams,1981-05-26,NB,894.231.6032x78812,Nurse Practitioner,DEP-001,2020-10-04
NUR-748052,Brenda,Tyler,1992-02-03,F,460-001-3791,RN,DEP-006,2020-11-05
NUR-750503,Lauren,Frazier,1971-05-06,F,+1-899-984-4849x7095,Med-Surgical,DEP-001,2014-06-25
NUR-751051,Susan,Li,1978-12-14,F,657.183.4928x247,Nurse Educator,DEP-002,2004-11-24
NUR-751354,Maria,Ryan,1978-01-21,F,2687099007,Oncology Nurse,DEP-010,2023-10-21
NUR-754145,Anthony,Gonzalez,1981-05-15,NB,+1-446-271-4871x4810,Nurse Educator,DEP-019,2013-09-18
NUR-755013,Andrea,Butler,1995-12-13,F,179-979-3071x7289,Midwife,DEP-009,2017-12-13
NUR-756032,April,Randall,1995-09-17,F,(708)113-4766x05179,Nurse Practitioner,DEP-002,2014-02-04
NUR-756244,Patricia,Mitchell,1983-03-19,F,+1-165-431-6520,LPN,DEP-017,2022-12-15
NUR-756279,Nicole,Potter,1974-12-13,F,(306)888-5033x87901,Med-Surgical,DEP-001,2000-12-11
NUR-756838,James,Johnson,1969-10-06,NB,(509)872-4352,RN,DEP-007,2001-04-28
NUR-756841,Paul,Carter,1994-12-21,M,082-899-8264,CRNA,DEP-001,2021-01-29
NUR-757676,Erika,Gomez,1975-05-05,F,125.771.2141x781,Nurse Informaticist,DEP-018,2009-10-09
NUR-758035,Victoria,Mccoy,1960-12-17,F,6444238887,ER,DEP-001,2006-08-03
NUR-758640,Jodi,Wood,1999-05-22,F,(804)708-0222,Oncology Nurse,DEP-010,2011-11-13
NUR-759538,Susan,Shelton,1966-09-23,F,909-995-9738,Nurse Educator,DEP-004,2012-04-14
NUR-761732,Sarah,Davis,1965-07-15,F,074.880.3541x907,RN,DEP-002,2001-04-28
NUR-762126,Renee,Schmidt,1995-12-08,F,764-873-7696x88363,ER,DEP-001,2018-12-15
NUR-762529,Amy,Cox,1995-05-11,F,+1-607-416-4182x648,ER,DEP-001,2007-03-23
NUR-764205,Claudia,Austin,1968-03-22,F,849.240.3264,Med-Surgical,DEP-002,2013-09-05
NUR-765623,Kara,Garcia,1993-05-22,F,387.599.9118x246,Nurse Educator,DEP-019,2001-06-18
NUR-766507,Stephanie,Rivera,1991-10-14,F,+1-603-526-9381x604,Nurse Administrator,DEP-014,2003-03-15
NUR-767267,Nathaniel,Adams,1972-08-12,M,+1-305-214-9946,CRNA,DEP-001,2000-07-12
NUR-767328,Anne,Walker,1999-06-05,F,(836)447-6395x812,RN,DEP-020,2016-06-29
NUR-767827,Janet,Thompson,1992-08-10,F,(449)512-1817,Nurse Practitioner,DEP-009,2003-11-02
NUR-767964,Paula,Marsh,1991-08-16,F,315-304-0276,Nurse Administrator,DEP-018,2013-02-16
NUR-768578,Latasha,Coffey,2002-01-11,F,599.778.6319,Nurse Educator,DEP-012,2021-02-10
NUR-768862,Robert,Graham,1988-03-16,M,+1-949-301-6502x4352,Med-Surgical,DEP-002,2020-10-09
NUR-770635,Veronica,Gregory,1980-02-19,F,+1-393-896-9277x8281,Nurse Administrator,DEP-001,2010-01-18
NUR-770636,Cynthia,Fuller,1969-03-26,F,739-900-1026x28535,Nurse Administrator,DEP-010,2007-06-06
NUR-771635,Deanna,Allen,2001-09-22,F,153.117.8935x587,ER,DEP-001,2016-10-09
NUR-771742,Sandra,Lee,1992-08-05,F,001-436-572-1551x824,Nurse Educator,DEP-015,2019-07-18
NUR-771998,Victoria,Gutierrez,1979-06-28,F,001-900-266-5350x075,Nurse Informaticist,DEP-015,2012-06-02
NUR-772432,Emily,Pennington,1994-06-03,F,+1-601-427-9656x2948,Nurse Administrator,DEP-007,2008-07-28
NUR-772807,Tammy,Brown,1963-01-05,F,006-833-6505x0054,ER,DEP-001,2005-02-16
NUR-773730,Sarah,Barton,1966-03-26,F,+1-023-518-2146x186,RN,DEP-001,2006-09-01
NUR-774199,Jennifer,Weber,1970-05-01,NB,001-865-479-3729x075,ER,DEP-001,2015-02-21
NUR-774359,Dawn,Melendez,1978-07-25,F,+1-560-372-4493x008,Nurse Informaticist,DEP-020,2009-01-01
NUR-776281,Michele,Rivera,2001-09-15,F,(640)095-4132x946,Nurse Administrator,DEP-020,2004-10-28
NUR-776766,Jillian,Shepard,1969-09-17,F,+1-253-607-2760,Nurse Practitioner,DEP-011,2007-08-04
NUR-776836,Sandra,Obrien,1974-01-07,F,330-798-3627,Midwife,DEP-009,2021-01-04
NUR-778096,Sharon,Davenport,1978-02-10,F,+1-292-897-5412x619,Nurse Informaticist,DEP-006,2014-08-30
NUR-780574,April,Bryan,1972-12-30,F,606-640-8078x68221,Midwife,DEP-009,2015-08-25
NUR-781151,Tammy,Gonzalez,1988-07-22,NB,+1-511-723-5828x4477,Midwife,DEP-009,2000-04-01
NUR-783088,Tonya,Reynolds,1999-02-19,F,189.559.2392x15182,CRNA,DEP-002,2002-05-04
NUR-784316,Laura,Johnson,1966-06-26,F,705-500-7953,Nurse Practitioner,DEP-012,2021-01-03
NUR-785390,Monica,Green,1977-05-14,F,001-332-956-0959x806,ER,DEP-001,2016-04-03
NUR-787769,Samantha,Smith,1973-08-06,F,610-996-0615,Med-Surgical,DEP-004,2000-09-11
NUR-788155,Damon,Mccann,1989-04-29,M,657.025.2134,Oncology Nurse,DEP-010,2017-07-06
NUR-788307,Traci,Taylor,1977-06-24,F,(102)688-9119x586,Nurse Administrator,DEP-002,2010-07-27
NUR-790589,Donald,Morrison,1984-11-26,M,384-595-8362x069,Nurse Administrator,DEP-003,2019-10-04
NUR-790842,Katrina,Simmons,2001-01-26,F,0340162829,ER,DEP-001,2016-03-11
NUR-791514,Angel,Moore,1987-05-02,F,952.896.4055x28093,RN,DEP-002,2008-04-06
NUR-791715,Jacqueline,Trevino,1969-11-12,F,434-470-8446,Midwife,DEP-009,2010-05-23
NUR-793510,Cassie,Anderson,1986-03-15,F,2249623752,Nurse Educator,DEP-001,2004-12-07
NUR-793670,Tammy,Conrad,1975-09-05,F,504-922-3474,Med-Surgical,DEP-002,2021-05-11
NUR-795102,Jordan,Estrada,1995-09-18,M,6118917713,Nurse Educator,DEP-005,2018-01-27
NUR-797220,Kristina,Murillo,1981-09-30,F,418-813-1900x47643,Nurse Informaticist,DEP-006,2004-12-09
NUR-797397,Samantha,Scott,1997-11-03,F,351-932-7202,CRNA,DEP-001,2017-04-02
NUR-797443,Danielle,Yang,1971-07-11,F,749-149-5304x60973,Nurse Informaticist,DEP-007,2014-10-23
NUR-797930,Katherine,Williams,1995-06-23,F,934.725.5538x28831,Oncology Nurse,DEP-010,2003-06-23
NUR-799619,Brian,Lambert,2002-10-09,M,001-390-839-6193x243,Oncology Nurse,DEP-010,2013-05-03
NUR-800730,Deborah,Hernandez,1996-02-09,F,001-292-447-0820x006,CRNA,DEP-020,2016-09-01
NUR-801377,Jessica,Potter,1970-05-19,F,721-422-0108x71482,Nurse Administrator,DEP-016,2001-05-21
NUR-801516,Rose,Lawson,1998-05-29,F,4646898800,Nurse Educator,DEP-001,2026-01-15
NUR-801522,Angela,Estrada,1987-02-17,F,7097809024,ER,DEP-001,2013-07-30
NUR-801824,Tamara,Martin,1988-11-12,F,366-662-1575,CRNA,DEP-018,2020-03-17
NUR-802169,Richard,Hayes,1966-03-31,M,(073)558-5062,Nurse Educator,DEP-005,2021-09-12
NUR-802269,Nicole,Fowler,1997-05-02,F,001-545-237-8262x810,Med-Surgical,DEP-020,2001-12-17
NUR-802875,Michelle,Washington,1977-09-04,F,+1-147-120-7750x0997,Nurse Informaticist,DEP-012,2001-04-27
NUR-803491,Bryan,Nguyen,1964-10-15,NB,2106458712,LPN,DEP-008,2001-01-28
NUR-803894,Lauren,Ruiz,1970-10-07,F,555-973-6135x24813,RN,DEP-016,2007-02-04
NUR-803908,Ashley,Williams,2001-01-04,F,885-330-2807x10352,RN,DEP-016,2015-12-06
NUR-804000,Theresa,Chambers,1993-05-03,F,870.981.0973x9093,CRNA,DEP-018,2000-09-01
NUR-809138,Alison,Elliott,1961-09-08,F,(327)633-2948,Midwife,DEP-009,2024-02-12
NUR-809582,Kristine,Wong,1979-05-24,F,001-915-051-1319,LPN,DEP-006,2012-09-12
NUR-809807,Stacey,Fletcher,1984-12-27,F,845-868-3711x234,Oncology Nurse,DEP-010,2004-12-20
NUR-810032,Kimberly,Bradley,1974-09-03,F,(971)234-9092,RN,DEP-007,2006-03-31
NUR-810514,Wanda,Bush,1976-07-26,F,(333)995-4926x146,Midwife,DEP-009,2016-10-05
NUR-812145,Katelyn,Serrano,1971-11-16,F,664-831-9760,LPN,DEP-019,2019-04-01
NUR-813079,Claudia,Reyes,1998-04-18,F,001-044-999-6571,Midwife,DEP-009,2014-11-11
NUR-814892,Rachel,Thompson,1980-11-03,F,(911)437-2627,Midwife,DEP-009,2017-11-12
NUR-814942,Kristen,Stevens,1964-01-22,F,639-554-0970x0494,CRNA,DEP-002,2016-12-03
NUR-818086,Deborah,Hernandez,1964-05-11,F,001-395-987-1586x786,RN,DEP-002,2003-04-09
NUR-821970,Sandra,Christensen,2003-10-05,F,+1-046-933-4934,Nurse Educator,DEP-007,2018-01-04
NUR-822764,Austin,Zhang,2003-10-07,M,431-878-1584x216,Nurse Practitioner,DEP-013,2005-11-19
NUR-826673,Sheryl,Alvarez,1986-06-24,F,883.852.9865,Med-Surgical,DEP-004,2020-10-03
NUR-828175,Holly,Benitez,1979-08-19,F,001-666-191-3981x467,Oncology Nurse,DEP-010,2016-12-12
NUR-829447,Denise,Gross,1961-05-15,F,+1-537-109-8392,Nurse Administrator,DEP-002,2013-01-17
NUR-829990,Kimberly,Larson,2004-01-17,F,001-212-158-0548x015,CRNA,DEP-002,2017-11-30
NUR-830825,Crystal,Long,1979-01-20,F,(839)159-7916x1244,RN,DEP-020,2009-08-05
NUR-830895,Donna,Orozco,1969-10-28,F,001-860-683-5484,Midwife,DEP-009,2001-09-24
NUR-831239,Alicia,Thornton,1977-02-05,F,101.285.7191,Nurse Educator,DEP-017,2004-07-12
NUR-831690,Stacey,Bowers,1965-12-13,F,919-780-0583,ER,DEP-001,2005-02-05
NUR-833226,Dawn,Morrison,1966-11-08,F,991-378-9185x64769,Med-Surgical,DEP-020,2000-06-15
NUR-834493,Rachel,Zamora,1969-03-22,F,+1-958-657-9710,Nurse Practitioner,DEP-016,2014-09-03
NUR-835603,Kathy,Watson,1961-02-13,F,(703)569-7214x387,Oncology Nurse,DEP-010,2010-11-01
NUR-836261,Courtney,Hoffman,1988-11-05,F,512-348-3527x97272,Med-Surgical,DEP-020,2004-10-29
NUR-837703,Beth,Davis,1974-03-11,F,+1-248-448-1588x9990,RN,DEP-003,2000-09-26
NUR-839588,Sharon,Hanson,1964-10-16,F,001-852-118-1942x090,ER,DEP-001,2022-02-16
NUR-840517,Erica,Fields,1967-05-24,F,873.207.5292,Nurse Informaticist,DEP-012,2012-05-05
NUR-840647,Wendy,Acevedo,1968-10-16,F,(047)020-2086,CRNA,DEP-018,2012-03-31
NUR-841204,Dawn,Wilson,1984-01-04,F,317.311.5867,LPN,DEP-008,2018-07-12
NUR-842178,Shannon,Miller,1962-04-23,F,242-442-5335x7703,Midwife,DEP-009,2024-03-19
NUR-842995,Sarah,Brown,2001-06-25,F,(227)326-0661x99636,CRNA,DEP-020,2004-05-06
NUR-843261,Kristin,Nicholson,1977-02-12,F,(785)942-4627x23653,Nurse Administrator,DEP-003,2013-11-04
NUR-844456,Jeremy,Sandoval,1990-07-31,M,251-945-7549,Nurse Administrator,DEP-008,2022-10-07
NUR-845588,Meagan,Perez,1967-02-12,F,001-109-900-0831x288,Nurse Educator,DEP-013,2000-05-04
NUR-846117,Edward,Reed,1987-06-12,M,(312)458-4221x083,Nurse Administrator,DEP-005,2021-06-27
NUR-847046,Carrie,Cooper,1969-07-09,F,(582)469-0016x0910,Midwife,DEP-009,2007-04-17
NUR-847667,Scott,Sanchez,1985-07-03,NB,001-835-970-4391x790,Nurse Practitioner,DEP-017,2002-05-18
NUR-847718,William,Spencer,1986-07-02,M,080-077-3641x6971,LPN,DEP-006,2016-01-18
NUR-848154,Carrie,Murphy,1971-08-29,F,618.212.0427,Nurse Informaticist,DEP-020,2008-02-03
NUR-848832,Abigail,Marsh,1961-04-29,F,(859)683-2605,ER,DEP-001,2000-02-13
NUR-849285,Danny,Myers,1982-12-03,NB,502-411-4972x2742,Med-Surgical,DEP-020,2014-11-18
NUR-849904,Janice,Nelson,1989-10-22,F,539.722.9732,Nurse Educator,DEP-014,2020-05-18
NUR-853260,Paul,Barnes,1974-01-14,M,(459)193-6787x02949,CRNA,DEP-001,2000-04-01
NUR-856917,Molly,Bailey,2002-12-15,F,(029)222-2337,Midwife,DEP-009,2014-01-16
